characteristics,image_urls,images,price,title
"[{'Вес, кг': '4.026', 'Страна производства': 'Россия', 'Назначение': 'Кухня, Ванная комната', 'Запах': 'Без запаха', 'Расход (в м² / л)': '8', 'Моющийся': 'Нет', 'Тип ЛКМ': 'На водной основе', 'Цвет': 'Белый', 'Уход': 'Не моющийся', 'Марка': 'JOBI', 'Тип помещения': 'Кухня и ванная (влажные помещения)', 'Готов к использованию': 'Да', 'Цветовая палитра': 'Белый', 'Внешний вид': 'Матовый', 'Площадь покрытия (м²)': '20.0', 'Эффект': 'Матовый супер-чистящийся', 'Предназначен для': 'Стена, Потолок', 'Расход (м²/л или м²/кг)': '1 л на 6-8 кв.м', 'Объем (л)': '2.5', 'Основа': 'Акриловая', 'Материал поверхности применения': 'Бетон, Штукатурка, Шпатлевка, Гипсокартон, Дерево', 'Время высыхания между 2 слоями (ч)': '2.0', 'Время полного высыхания (ч)': '24.0', 'Тип смолы': 'Акрил', 'Преимущества': 'Защита от влажности', 'Тип продукта': 'Краска для внутреннего применения на поверхностях разного типа', 'Возможность колеровки онлайн': 'Нет', 'База под колеровку': 'A', 'Экологическая сертификация': 'Листок жизни'}]","['https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071597.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071597_01.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071597_02.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071597_03.jpg']","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071597.jpg', 'path': '82071597.jpg', 'checksum': 'd772bb35cce8cb746cf07e48f52d1cad', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071597_01.jpg', 'path': '82071597_01.jpg', 'checksum': '41f934495bc62a0b8f7c3928aa45cdad', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071597_02.jpg', 'path': '82071597_02.jpg', 'checksum': '06eb8eb048b15de7cd4fefcf11011f23', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071597_03.jpg', 'path': '82071597_03.jpg', 'checksum': '933bb01d886f75d54eb920a506239aa6', 'status': 'downloaded'}]",322,"Краска для кухни и ванной Jobi «Ekofarbe», цвет белый, 2.5 л"
"[{'Вес, кг': '15.905', 'Страна производства': 'Россия', 'Назначение': 'Гардеробная, Гостиная, Коридор, Спальня', 'Запах': 'Без запаха', 'Расход (в м² / л)': '10', 'Моющийся': 'Нет', 'Тип ЛКМ': 'На водной основе', 'Цвет': 'Белый', 'Уход': 'Не моющийся', 'Марка': 'JOBI', 'Тип помещения': 'Жилая комната', 'Готов к использованию': 'Да', 'Цветовая палитра': 'Белый', 'Внешний вид': 'Матовый', 'Площадь покрытия (м²)': '100.0', 'Эффект': 'Матовый супер-чистящийся', 'Предназначен для': 'Стена, Потолок', 'Расход (м²/л или м²/кг)': '1 л на 8-10 кв.м', 'Объем (л)': '10.0', 'Основа': 'Акриловая', 'Материал поверхности применения': 'Шпатлевка, Бетон, Цемент, Кирпич, Гипс, Дерево', 'Время высыхания между 2 слоями (ч)': '2.0', 'Время полного высыхания (ч)': '24.0', 'Тип смолы': 'Акрил', 'Преимущества': 'Водоотталкивающий эффект', 'Тип продукта': 'Краска для внутреннего применения на поверхностях разного типа', 'Возможность колеровки онлайн': 'Да', 'База под колеровку': 'A', 'Тип базы под колеровку': 'Для пастельных цветов (белая)', 'Экологическая сертификация': 'Листок жизни'}]","['https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071586.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071586_01.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071586_02.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071586_03.jpg']","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071586.jpg', 'path': '82071586.jpg', 'checksum': '09026f25e3211d90ad97d6c57477de88', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071586_01.jpg', 'path': '82071586_01.jpg', 'checksum': '3eaeecda890465f65651eae04bca0bfa', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071586_02.jpg', 'path': '82071586_02.jpg', 'checksum': 'd3142dc9b314d0ef193d70c3101dd771', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82071586_03.jpg', 'path': '82071586_03.jpg', 'checksum': 'ed1d357e46e99b5f9149796aab516b28', 'status': 'downloaded'}]",1807,"Краска для стен и потолков Jobi «Mattlatex», база А, 10 л"
"[{'Вес, кг': '5.48', 'Страна производства': 'Россия', 'Назначение': 'Для любых помещений', 'Запах': 'С запахом', 'Тип ЛКМ': 'На основе растворителя', 'Цвет': 'Светло-серый', 'Внешний вид': 'Полуматовый', 'Время полного высыхания (ч)': '24.0', 'Применение': 'В несколько слоев', 'Расход (в м² / л)': 'до 28', 'Марка': 'ПРОСТОКРАСКА', 'Цветовая палитра': 'Серый / Серебристый', 'Износостойкость': 'Низкая проходимость (стандарт PEI 1 из 5)', 'Время высыхания между 2 слоями (ч)': '24.0', 'Тип упаковки': 'Ведро', 'Тип продукта': 'Краска напольная для внутренних работ', 'Возможность колеровки онлайн': 'Нет', 'Материал поверхности применения': 'Дерево'}]","['https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82181086.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82181086_01.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82181086_02.jpg']","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82181086.jpg', 'path': '82181086.jpg', 'checksum': '98e8ed342239a7c0e9f6d6966b55a9e8', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82181086_01.jpg', 'path': '82181086_01.jpg', 'checksum': '3f680a658a2fac89d69338a873ef6409', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/82181086_02.jpg', 'path': '82181086_02.jpg', 'checksum': 'ace33f17718ab60ff71eea8638441333', 'status': 'downloaded'}]",518,Эмаль для пола Простокраска атласная цвет светло-серый 5 кг
"[{'Вес, кг': '7.985', 'Страна производства': 'Россия', 'Назначение': 'Кухня, Ванная комната', 'Запах': 'Без запаха', 'Расход (в м² / л)': '10', 'Моющийся': 'Да', 'Тип ЛКМ': 'На водной основе', 'Цвет': 'Белый', 'Уход': 'Использование мягкого моющего средства, Использование мыльного раствора', 'Марка': 'LUXENS', 'Тип помещения': 'Кухня и ванная (влажные помещения)', 'Цветовая палитра': 'Белый', 'Внешний вид': 'Матовый', 'Площадь покрытия (м²)': '50.0', 'Предназначен для': 'Стена, Потолок', 'Объем (л)': '5.0', 'Основа': 'Водная', 'Материал поверхности применения': 'Шпатлевка, Бетон, Цемент, Кирпич, Гипс', 'Время высыхания между 2 слоями (ч)': '1.0', 'Время полного высыхания (ч)': '4.0', 'Тип смолы': 'Акрил', 'Тип продукта': 'Краска для внутреннего применения на поверхностях разного типа', 'Возможность колеровки онлайн': 'Да', 'База под колеровку': 'A', 'Тип базы под колеровку': 'Для пастельных цветов (белая)', 'Экологическая сертификация': 'Листок жизни'}]","['https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81963490.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81963490_01.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81963490_02.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81963490_03.jpg']","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81963490.jpg', 'path': '81963490.jpg', 'checksum': '34938334535d5875e483d052260d72c1', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81963490_01.jpg', 'path': '81963490_01.jpg', 'checksum': '4cea58ba9176e6de1cd287d51930c8cf', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81963490_02.jpg', 'path': '81963490_02.jpg', 'checksum': '731f668700ec7902dbe578b900e0d425', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/81963490_03.jpg', 'path': '81963490_03.jpg', 'checksum': 'c5b3c1ada213776072eafec058f419bf', 'status': 'downloaded'}]",1201,Краска для стен кухни и ванной Luxens база A 5 л
"[{'Вес, кг': '14.885', 'Страна производства': 'Россия', 'Назначение': 'Гардеробная, Гостиная, Коридор, Спальня', 'Запах': 'Без запаха', 'Расход (в м² / л)': '11', 'Моющийся': 'Нет', 'Тип ЛКМ': 'На водной основе', 'Цвет': 'Белый', 'Уход': 'Влажная уборка', 'Марка': 'DULUX', 'Тип помещения': 'Жилая комната', 'Цветовая палитра': 'Белый', 'Внешний вид': 'Глубокоматовый', 'Площадь покрытия (м²)': '11.0', 'Предназначен для': 'Стена, Потолок', 'Расход (м²/л или м²/кг)': '11', 'Объем (л)': '9.0', 'Основа': 'Водная', 'Материал поверхности применения': 'Шпатлевка, Бетон, Цемент, Кирпич, Гипс', 'Время высыхания между 2 слоями (ч)': '1.0', 'Время полного высыхания (ч)': '4.0', 'Тип продукта': 'Краска для внутреннего применения на поверхностях разного типа', 'Возможность колеровки онлайн': 'Да', 'База под колеровку': 'BW', 'Тип базы под колеровку': 'Для пастельных цветов (белая)', 'Экологическая сертификация': 'Листок жизни'}]","['https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18808008.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18808008_01.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18808008_02.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18808008_03.jpg']","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18808008.jpg', 'path': '18808008.jpg', 'checksum': 'e0dd3c4e4afd70ef991ed446a57ba7c5', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18808008_01.jpg', 'path': '18808008_01.jpg', 'checksum': 'f8a5e144950ae82481dad71a1e4d2716', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18808008_02.jpg', 'path': '18808008_02.jpg', 'checksum': '6e5e94c46175d9a653810855ae4a8313', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18808008_03.jpg', 'path': '18808008_03.jpg', 'checksum': '24fa8de981a0bc5f5884fcfcd76b51e8', 'status': 'downloaded'}]",2783,Краска на водной основе Dulux Family Zone база BW 9 л
"[{'Вес, кг': '16.0', 'Страна производства': 'Россия', 'Назначение': 'Гардеробная, Гостиная, Коридор, Спальня', 'Запах': 'Без запаха', 'Расход (в м² / л)': '10', 'Моющийся': 'Нет', 'Тип ЛКМ': 'На водной основе', 'Цвет': 'Белый', 'Уход': 'Не моющийся', 'Марка': 'DUFA', 'Тип помещения': 'Жилая комната', 'Цветовая палитра': 'Белый', 'Внешний вид': 'Матовый', 'Площадь покрытия (м²)': '10.0', 'Предназначен для': 'Стена, Потолок', 'Объем (л)': '10.0', 'Основа': 'Водная', 'Материал поверхности применения': 'Шпатлевка, Бетон, Цемент, Кирпич, Гипс', 'Время высыхания между 2 слоями (ч)': '2.0', 'Время полного высыхания (ч)': '24.0', 'Тип продукта': 'Краска для внутреннего применения на поверхностях разного типа', 'Возможность колеровки онлайн': 'Нет', 'База под колеровку': 'A', 'Экологическая сертификация': 'Отсутствует'}]","['https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18746581.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18746581_01.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18746581_02.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18746581_03.jpg']","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18746581.jpg', 'path': '18746581.jpg', 'checksum': '1451679d61e099d892f5854584a4af80', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18746581_01.jpg', 'path': '18746581_01.jpg', 'checksum': '794adeef9f267f1e2315254a7a0d3694', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18746581_02.jpg', 'path': '18746581_02.jpg', 'checksum': 'fc8aeff4a04a3461e976d9e7109eff80', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/18746581_03.jpg', 'path': '18746581_03.jpg', 'checksum': 'e5db7c42bcfc7d46e65f93d640a9bf51', 'status': 'downloaded'}]",927,Краска водно-дисперсионная Dufa Harmonieweiss 10 л
"[{'Вес, кг': '6.655', 'Страна производства': 'Россия', 'Назначение': 'Кухня, Ванная комната', 'Запах': 'Без запаха', 'Расход (в м² / л)': '10', 'Моющийся': 'Да', 'Тип ЛКМ': 'На водной основе', 'Цвет': 'Белый', 'Уход': 'Использование мягкого моющего средства, Использование мыльного раствора', 'Марка': 'DUFA', 'Тип помещения': 'Кухня и ванная (влажные помещения)', 'Цветовая палитра': 'Белый', 'Внешний вид': 'Полуматовый', 'Площадь покрытия (м²)': '10.0', 'Предназначен для': 'Стена, Потолок', 'Расход (м²/л или м²/кг)': '10', 'Объем (л)': '5.0', 'Основа': 'Водная', 'Материал поверхности применения': 'Шпатлевка, Бетон, Цемент, Кирпич, Гипс', 'Время высыхания между 2 слоями (ч)': '2.0', 'Время полного высыхания (ч)': '24.0', 'Тип продукта': 'Краска для внутреннего применения на поверхностях разного типа', 'Возможность колеровки онлайн': 'Да', 'База под колеровку': 'A', 'Тип базы под колеровку': 'Для пастельных цветов (белая)', 'Экологическая сертификация': 'Отсутствует'}]","['https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364317.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364317_01.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364317_02.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364317_03.jpg']","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364317.jpg', 'path': '15364317.jpg', 'checksum': '98cfc237338f4004f45195ad35787999', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364317_01.jpg', 'path': '15364317_01.jpg', 'checksum': '45e829b1104e9995b431c408df543c7b', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364317_02.jpg', 'path': '15364317_02.jpg', 'checksum': 'deceea3a25d9096013d40683ed9552f2', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364317_03.jpg', 'path': '15364317_03.jpg', 'checksum': '66407c719b56fc5865930575cdeb3e75', 'status': 'downloaded'}]",2266,Краска водно-дисперсионная Dufa Schimmelschutzfarbe 5 л
"[{'Вес, кг': '13.315', 'Страна производства': 'Россия', 'Назначение': 'Кухня, Ванная комната', 'Запах': 'Без запаха', 'Расход (в м² / л)': '10', 'Моющийся': 'Да', 'Тип ЛКМ': 'На водной основе', 'Цвет': 'Белый', 'Уход': 'Использование мягкого моющего средства, Использование мыльного раствора', 'Марка': 'DUFA', 'Тип помещения': 'Кухня и ванная (влажные помещения)', 'Цветовая палитра': 'Белый', 'Внешний вид': 'Полуматовый', 'Площадь покрытия (м²)': '10.0', 'Предназначен для': 'Стена, Потолок', 'Расход (м²/л или м²/кг)': '10', 'Объем (л)': '10.0', 'Основа': 'Водная', 'Материал поверхности применения': 'Шпатлевка, Бетон, Цемент, Кирпич, Гипс', 'Время высыхания между 2 слоями (ч)': '2.0', 'Время полного высыхания (ч)': '24.0', 'Тип продукта': 'Краска для внутреннего применения на поверхностях разного типа', 'Возможность колеровки онлайн': 'Да', 'База под колеровку': 'A', 'Тип базы под колеровку': 'Для пастельных цветов (белая)', 'Экологическая сертификация': 'Отсутствует'}]","['https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325_01.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325_02.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325_03.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325_i.jpg']","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325.jpg', 'path': '15364325.jpg', 'checksum': '4ca8eab446bd219f299fe0aeed1ba5e2', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325_01.jpg', 'path': '15364325_01.jpg', 'checksum': '1431e31b03444a5839b7862fdb8e4bb6', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325_02.jpg', 'path': '15364325_02.jpg', 'checksum': '4efe0315e9edbe22c3cc21881c622421', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325_03.jpg', 'path': '15364325_03.jpg', 'checksum': '66407c719b56fc5865930575cdeb3e75', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/15364325_i.jpg', 'path': '15364325_i.jpg', 'checksum': '73f2ee735d0a220ffd96e801c0148783', 'status': 'downloaded'}]",4038,Краска водно-дисперсионная Dufa Schimmelschutzfarbe 10 л
"[{'Вес, кг': '20.5', 'Страна производства': 'Россия', 'Назначение': 'Гардеробная, Зал, Коридор, Спальня', 'Марка': 'DUFA', 'Гарантия (лет)': '2', 'Цветовая палитра': 'Белый', 'Расход (м²/л или м²/кг)': '2,8', 'Тип ЛКМ': 'Акрил', 'Цвет': 'Белый', 'Эффект': 'Короед', 'Время высыхания между 2 слоями (ч)': '24', 'Тип продукта': 'Декоративная штукатурка', 'Возможность колеровки онлайн': 'Да', 'Тип базы под колеровку': 'Для пастельных цветов (белая)'}]","['https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/11736099.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/11736099_01.jpg', 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/11736099_02.jpg']","[{'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/11736099.jpg', 'path': '11736099.jpg', 'checksum': 'c6a77a1efa7eeffffa4d86c3d81ce1d9', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/11736099_01.jpg', 'path': '11736099_01.jpg', 'checksum': 'f8de69d1e44ac8f48ed36376a4205bbc', 'status': 'downloaded'}, {'url': 'https://res.cloudinary.com/lmru/image/upload/f_auto,q_auto,w_1200,h_1200,c_pad,b_white,d_photoiscoming.png/LMCode/11736099_02.jpg', 'path': '11736099_02.jpg', 'checksum': '3f521d0f3bc0649200ebebe0e023c710', 'status': 'downloaded'}]",1898,"Штукатурка декоративная «Короед» Dufa Reibeputz, 20 кг"
